gene,gene_full,vulnerability_score
MX1,MX1 (4599),0.006608909
KRTAP5-3,KRTAP5-3 (387266),0.006608902
ATP6V1E2,ATP6V1E2 (90423),0.006608131
KIFBP,KIFBP (26128),0.0066057174
TTC17,TTC17 (55761),0.0066024777
TMEM102,TMEM102 (284114),0.006599994
TLX2,TLX2 (3196),0.006598011
ARHGAP9,ARHGAP9 (64333),0.006597759
ZKSCAN7,ZKSCAN7 (55888),0.0065965275
LHX9,LHX9 (56956),0.0065916865
CCDC136,CCDC136 (64753),0.0065892483
WDR62,WDR62 (284403),0.006586632
RAB8B,RAB8B (51762),0.006586437
MAGT1,MAGT1 (84061),0.0065862467
PRR35,PRR35 (146325),0.0065825917
FNBP1,FNBP1 (23048),0.00658131
PLK3,PLK3 (1263),0.006579773
PIMREG,PIMREG (54478),0.0065744
AMIGO1,AMIGO1 (57463),0.00657259
C5orf24,C5orf24 (134553),0.0065646833
BBS7,BBS7 (55212),0.0065644104
KAZALD1,KAZALD1 (81621),0.006563427
SBK2,SBK2 (646643),0.0065634
UQCR10,UQCR10 (29796),0.006563212
COMMD2,COMMD2 (51122),0.006560684
COX19,COX19 (90639),0.00655983
TEPP,TEPP (374739),0.006550769
CCDC83,CCDC83 (220047),0.006548952
MMAA,MMAA (166785),0.006546572
AMPD2,AMPD2 (271),0.0065411064
CASZ1,CASZ1 (54897),0.0065375646
AP5B1,AP5B1 (91056),0.0065364228
LRRC38,LRRC38 (126755),0.0065354304
SRPK1,SRPK1 (6732),0.0065322276
RNASEH1,RNASEH1 (246243),0.0065301917
FOXH1,FOXH1 (8928),0.0065300963
LRRTM1,LRRTM1 (347730),0.00652953
CAPN5,CAPN5 (726),0.00652852
POLE3,POLE3 (54107),0.0065275477
MOGAT3,MOGAT3 (346606),0.0065267393
RSPO2,RSPO2 (340419),0.006521981
SKAP1,SKAP1 (8631),0.0065158396
EPB41L3,EPB41L3 (23136),0.0065153306
CYP11A1,CYP11A1 (1583),0.006514602
MYL3,MYL3 (4634),0.0065045636
PYURF,PYURF (100996939),0.0065020653
ZXDB,ZXDB (158586),0.0065000327
PPP6R3,PPP6R3 (55291),0.0064952243
STXBP3,STXBP3 (6814),0.0064902944
UBL4B,UBL4B (164153),0.0064895474
KIFC2,KIFC2 (90990),0.0064800596
SDC3,SDC3 (9672),0.006479007
TCF12,TCF12 (6938),0.00647714
SEC14L2,SEC14L2 (23541),0.006476266
SATL1,SATL1 (340562),0.006474125
RCAN1,RCAN1 (1827),0.0064738365
PDXDC1,PDXDC1 (23042),0.0064710747
OSTM1,OSTM1 (28962),0.0064709634
SLC47A2,SLC47A2 (146802),0.006469484
DUSP13,DUSP13 (51207),0.006467757
NDE1,NDE1 (54820),0.006467508
RERG,RERG (85004),0.006463239
LYPD1,LYPD1 (116372),0.0064628627
MRE11,MRE11 (4361),0.0064622597
MPZ,MPZ (4359),0.0064547784
UPK3B,UPK3B (105375355),0.0064528612
EPS8L3,EPS8L3 (79574),0.006451939
FAM47E,FAM47E (100129583),0.006449202
SECISBP2,SECISBP2 (79048),0.0064488817
CSNK1D,CSNK1D (1453),0.006447519
KCTD13,KCTD13 (253980),0.0064435704
SERPIND1,SERPIND1 (3053),0.006436495
OVCA2,OVCA2 (124641),0.006423754
IQSEC3,IQSEC3 (440073),0.0064216135
SPATA13,SPATA13 (221178),0.00642152
CEP152,CEP152 (22995),0.0064189998
DYNLT4,DYNLT4 (343521),0.006416197
NDUFB6,NDUFB6 (4712),0.006413821
ZNF689,ZNF689 (115509),0.006409398
PRDX4,PRDX4 (10549),0.006408765
FZD10,FZD10 (11211),0.0063988618
PLD5,PLD5 (200150),0.0063978177
HSD17B3,HSD17B3 (3293),0.0063955267
HNRNPA0,HNRNPA0 (10949),0.0063909166
BCS1L,BCS1L (617),0.006389906
HTR7,HTR7 (3363),0.006380952
IRX4,IRX4 (50805),0.0063793296
ANO4,ANO4 (121601),0.006379313
ERICH6B,ERICH6B (220081),0.0063723647
VPS13D,VPS13D (55187),0.006362148
KCNK9,KCNK9 (51305),0.006359678
PPP1R16B,PPP1R16B (26051),0.0063586016
MMP20,MMP20 (9313),0.0063507156
SPOCK3,SPOCK3 (50859),0.0063442644
LINGO2,LINGO2 (158038),0.00634314
ZNF429,ZNF429 (353088),0.006342799
NEDD4,NEDD4 (4734),0.0063226675
ATG9A,ATG9A (79065),0.0063220654
RGS9,RGS9 (8787),0.0063217725
ESX1,ESX1 (80712),0.006318501
PIK3R2,PIK3R2 (5296),0.0063183745
TPM2,TPM2 (7169),0.0063158614
RAI1,RAI1 (10743),0.006315834
MRFAP1,MRFAP1 (93621),0.0063144765
ZBTB33,ZBTB33 (10009),0.0063141943
ANKRD35,ANKRD35 (148741),0.0063134613
TAF1,TAF1 (6872),0.0063043456
TMEM44,TMEM44 (93109),0.006304092
KIF2C,KIF2C (11004),0.00630184
MTX2,MTX2 (10651),0.0062989066
VIPAS39,VIPAS39 (63894),0.0062960233
FAM20B,FAM20B (9917),0.00629481
TMEM247,TMEM247 (388946),0.0062942975
LBX1,LBX1 (10660),0.0062938803
EXOC2,EXOC2 (55770),0.0062824218
EPHB2,EPHB2 (2048),0.006282238
PPP1R36,PPP1R36 (145376),0.006281918
IQCF3,IQCF3 (401067),0.0062815347
PCDHGC3,PCDHGC3 (5098),0.006281206
SLC25A31,SLC25A31 (83447),0.006280422
OVGP1,OVGP1 (5016),0.006270835
TLDC2,TLDC2 (140711),0.0062670754
PARK7,PARK7 (11315),0.00626421
SH3BGRL3,SH3BGRL3 (83442),0.0062617324
ZC3HAV1L,ZC3HAV1L (92092),0.0062613003
CELSR1,CELSR1 (9620),0.006256166
KRTAP20-3,KRTAP20-3 (337985),0.006255287
CDH1,CDH1 (999),0.006252943
PNMA8A,PNMA8A (55228),0.0062494236
IKBKG,IKBKG (8517),0.0062474445
MUCL3,MUCL3 (135656),0.0062471824
PMM1,PMM1 (5372),0.006245845
ZNF148,ZNF148 (7707),0.006238596
ESR2,ESR2 (2100),0.006238326
MRM2,MRM2 (29960),0.0062325792
DAG1,DAG1 (1605),0.006232498
WDR83OS,WDR83OS (51398),0.0062293084
LY9,LY9 (4063),0.0062283305
AMFR,AMFR (267),0.006222445
GOLGA2,GOLGA2 (2801),0.006220736
GRAP2,GRAP2 (9402),0.0062204697
PLD1,PLD1 (5337),0.0062140995
PNMA6A,PNMA6A (84968),0.0062129307
CRACDL,CRACDL (343990),0.0062068338
ZNF727,ZNF727 (442319),0.0062052663
GJA3,GJA3 (2700),0.0062048417
PLSCR2,PLSCR2 (57047),0.0062038135
PPP3CC,PPP3CC (5533),0.0062022666
TNFAIP2,TNFAIP2 (7127),0.006201497
SAP30L,SAP30L (79685),0.0061987885
KLHL25,KLHL25 (64410),0.006198228
MTNR1A,MTNR1A (4543),0.0061930087
SOCS7,SOCS7 (30837),0.006192784
WFDC10A,WFDC10A (140832),0.006179416
KIAA1614,KIAA1614 (57710),0.0061781923
CYP11B2,CYP11B2 (1585),0.0061776694
ZNF622,ZNF622 (90441),0.0061762165
CRTC1,CRTC1 (23373),0.0061692246
RNF207,RNF207 (388591),0.0061690123
CTDSPL2,CTDSPL2 (51496),0.006169001
OAF,OAF (220323),0.0061632814
MATCAP2,MATCAP2 (23366),0.0061629456
LRRN3,LRRN3 (54674),0.0061586685
GSDMD,GSDMD (79792),0.0061535137
RAB34,RAB34 (83871),0.006152797
CNTNAP2,CNTNAP2 (26047),0.006152163
MSL2,MSL2 (55167),0.006147249
IFNL1,IFNL1 (282618),0.0061449367
FEZF2,FEZF2 (55079),0.0061415737
YWHAQ,YWHAQ (10971),0.00614109
IGFBPL1,IGFBPL1 (347252),0.0061374283
CWC27,CWC27 (10283),0.006130957
KCNN4,KCNN4 (3783),0.0061302283
ZNF24,ZNF24 (7572),0.00612481
SLX9,SLX9 (85395),0.006124547
SERTAD4,SERTAD4 (56256),0.006124074
GPR62,GPR62 (118442),0.0061233905
SLC35A1,SLC35A1 (10559),0.0061233384
ANKMY1,ANKMY1 (51281),0.006121997
CDV3,CDV3 (55573),0.0061159935
RNF13,RNF13 (11342),0.0061150375
SEC14L6,SEC14L6 (730005),0.0061075487
PUS7L,PUS7L (83448),0.006102651
CRISPLD2,CRISPLD2 (83716),0.006100796
POMGNT2,POMGNT2 (84892),0.006100663
HS3ST3B1,HS3ST3B1 (9953),0.0061002173
TRIP10,TRIP10 (9322),0.006099616
MAPRE1,MAPRE1 (22919),0.006098998
COMMD7,COMMD7 (149951),0.0060908217
PLAAT5,PLAAT5 (117245),0.0060889735
NCR3LG1,NCR3LG1 (374383),0.006087882
ALPK3,ALPK3 (57538),0.006086204
CFDP1,CFDP1 (10428),0.006076674
SCYL1,SCYL1 (57410),0.0060723224
N6AMT1,N6AMT1 (29104),0.006071125
TRPC7,TRPC7 (57113),0.0060702064
PTCRA,PTCRA (171558),0.0060680998
ALDH9A1,ALDH9A1 (223),0.006067897
ERAP1,ERAP1 (51752),0.0060671023
PSMD5,PSMD5 (5711),0.006066931
CALHM6,CALHM6 (441168),0.006063444
CLEC18A,CLEC18A (348174),0.0060529937
GP9,GP9 (2815),0.0060488754
TMEM109,TMEM109 (79073),0.0060485075
KCNH4,KCNH4 (23415),0.0060440116
SMARCA4,SMARCA4 (6597),0.006041524
FAM133A,FAM133A (286499),0.006037624
THRSP,THRSP (7069),0.0060305693
FAM110D,FAM110D (79927),0.006029646
FAM104A,FAM104A (84923),0.006026072
NGRN,NGRN (51335),0.0060242177
ZNF410,ZNF410 (57862),0.006023644
SMS,SMS (6611),0.006023626
PIK3CG,PIK3CG (5294),0.006023452
ADAT1,ADAT1 (23536),0.0060197976
VSTM5,VSTM5 (387804),0.006018048
MRPL4,MRPL4 (51073),0.0060175154
ITGAX,ITGAX (3687),0.0060164365
NTNG1,NTNG1 (22854),0.006015227
MIDEAS,MIDEAS (91748),0.006013335
TROAP,TROAP (10024),0.0060119466
MIOS,MIOS (54468),0.0060119308
POLR2M,POLR2M (81488),0.006011546
SGO2,SGO2 (151246),0.005997877
MAP2K1,MAP2K1 (5604),0.005990293
ATP11B,ATP11B (23200),0.005990247
PWWP3A,PWWP3A (84939),0.005989846
TMEM60,TMEM60 (85025),0.0059832507
CLTCL1,CLTCL1 (8218),0.0059823203
TPSD1,TPSD1 (23430),0.0059820567
CEND1,CEND1 (51286),0.0059799347
MRPS7,MRPS7 (51081),0.0059775845
RNF40,RNF40 (9810),0.005970506
LYST,LYST (1130),0.0059686187
SCGB1D2,SCGB1D2 (10647),0.0059680413
SCEL,SCEL (8796),0.005967766
NARF,NARF (26502),0.005957773
OPRD1,OPRD1 (4985),0.0059404047
GOLGA7B,GOLGA7B (401647),0.005935762
PRR19,PRR19 (284338),0.0059353877
VKORC1L1,VKORC1L1 (154807),0.005924635
ISM2,ISM2 (145501),0.005924219
LRRC75A,LRRC75A (388341),0.00592366
TRAF7,TRAF7 (84231),0.0059231734
FAR1,FAR1 (84188),0.0059230854
ITGA11,ITGA11 (22801),0.005922955
UNC79,UNC79 (57578),0.0059220674
CHID1,CHID1 (66005),0.0059213005
NDUFB7,NDUFB7 (4713),0.005920967
RYR2,RYR2 (6262),0.005920005
JMY,JMY (133746),0.005916507
RFXAP,RFXAP (5994),0.005916104
TFE3,TFE3 (7030),0.0059143812
C11orf71,C11orf71 (54494),0.005914324
MFAP5,MFAP5 (8076),0.0059112436
RYR3,RYR3 (6263),0.0059068296
NCR3,NCR3 (259197),0.0059013297
PEAK1,PEAK1 (79834),0.005899815
CPNE6,CPNE6 (9362),0.005897884
LGALSL,LGALSL (29094),0.005893459
IST1,IST1 (9798),0.0058934367
NIPSNAP3A,NIPSNAP3A (25934),0.0058927136
ZZEF1,ZZEF1 (23140),0.0058897743
EMC7,EMC7 (56851),0.005888118
MAF,MAF (4094),0.0058810115
VTA1,VTA1 (51534),0.0058792545
TRIM7,TRIM7 (81786),0.0058729756
CFAP73,CFAP73 (387885),0.0058706724
BCL6B,BCL6B (255877),0.005868591
UBE2S,UBE2S (27338),0.0058670053
SMARCD2,SMARCD2 (6603),0.005862168
THUMPD3,THUMPD3 (25917),0.00586212
CDK5R2,CDK5R2 (8941),0.005861207
PLCD4,PLCD4 (84812),0.0058597135
GLI4,GLI4 (2738),0.0058584334
PHF8,PHF8 (23133),0.005858103
ZFP69,ZFP69 (339559),0.005850208
MRPL35,MRPL35 (51318),0.0058483887
ADCK2,ADCK2 (90956),0.005846884
EPHA1,EPHA1 (2041),0.005843559
UNC5CL,UNC5CL (222643),0.005842815
IGFL4,IGFL4 (444882),0.0058416124
RTP3,RTP3 (83597),0.005840738
BCKDHB,BCKDHB (594),0.005838659
RASD2,RASD2 (23551),0.005835183
GPANK1,GPANK1 (7918),0.0058339285
NDUFB8,NDUFB8 (4714),0.0058330153
RNF138,RNF138 (51444),0.0058303736
ITCH,ITCH (83737),0.005828643
BAP1,BAP1 (8314),0.005823439
CST5,CST5 (1473),0.0058204997
MLNR,MLNR (2862),0.0058159493
USP17L10,USP17L10 (100287144),0.0058154375
SNRNP48,SNRNP48 (154007),0.005811488
KBTBD12,KBTBD12 (166348),0.0058105662
CAST,CAST (831),0.0058081425
ZBTB32,ZBTB32 (27033),0.0058042626
LANCL3,LANCL3 (347404),0.005801586
EHD2,EHD2 (30846),0.0058000595
GPBAR1,GPBAR1 (151306),0.005799555
BTN3A2,BTN3A2 (11118),0.0057957084
CLCF1,CLCF1 (23529),0.0057925098
TTC7B,TTC7B (145567),0.0057925023
FICD,FICD (11153),0.0057906914
PSORS1C2,PSORS1C2 (170680),0.005789815
FAP,FAP (2191),0.005776992
MPLKIP,MPLKIP (136647),0.0057749213
SET,SET (6418),0.005774356
CDKN2AIPNL,CDKN2AIPNL (91368),0.0057741194
PRUNE1,PRUNE1 (58497),0.0057732286
KHDRBS2,KHDRBS2 (202559),0.005769665
TDG,TDG (6996),0.005767536
GPRIN3,GPRIN3 (285513),0.0057660835
TAT,TAT (6898),0.005759958
DACH2,DACH2 (117154),0.0057590264
CCKBR,CCKBR (887),0.0057577644
PIGM,PIGM (93183),0.0057515525
CLSTN2,CLSTN2 (64084),0.0057488154
VSNL1,VSNL1 (7447),0.005747449
SHMT1,SHMT1 (6470),0.0057468326
GRSF1,GRSF1 (2926),0.0057463753
MAFB,MAFB (9935),0.005740956
H1-5,H1-5 (3009),0.005739821
ADIG,ADIG (149685),0.005738089
KDM1A,KDM1A (23028),0.005727162
NDUFB3,NDUFB3 (4709),0.0057260836
NOP53,NOP53 (29997),0.0057253144
SLC10A1,SLC10A1 (6554),0.005711731
PLEKHA8,PLEKHA8 (84725),0.005710631
RPE65,RPE65 (6121),0.005710332
GLIS2,GLIS2 (84662),0.005708341
ARHGEF28,ARHGEF28 (64283),0.0057068462
P2RY11,P2RY11 (5032),0.0057061673
MPP3,MPP3 (4356),0.005702624
XRCC4,XRCC4 (7518),0.0057021347
ALKBH8,ALKBH8 (91801),0.0056988415
SERHL2,SERHL2 (253190),0.0056960564
SNCA,SNCA (6622),0.005695402
COQ10B,COQ10B (80219),0.005695223
ZC3H3,ZC3H3 (23144),0.0056946306
CD164,CD164 (8763),0.0056939507
NCMAP,NCMAP (400746),0.0056938254
TDRD1,TDRD1 (56165),0.0056898515
ST8SIA5,ST8SIA5 (29906),0.0056894007
IVNS1ABP,IVNS1ABP (10625),0.0056872712
PSME2,PSME2 (5721),0.0056855977
SLC24A2,SLC24A2 (25769),0.005678857
C1orf52,C1orf52 (148423),0.005676958
SNTA1,SNTA1 (6640),0.0056696488
DGKA,DGKA (1606),0.0056578577
FNDC9,FNDC9 (408263),0.0056523313
MSX1,MSX1 (4487),0.0056522535
TNNC2,TNNC2 (7125),0.00565061
NAPB,NAPB (63908),0.005647699
PSMD10,PSMD10 (5716),0.005647155
DPP3,DPP3 (10072),0.0056463527
IRGC,IRGC (56269),0.0056410944
ANO7,ANO7 (50636),0.0056399363
RNF183,RNF183 (138065),0.0056341738
LPO,LPO (4025),0.005632776
KATNB1,KATNB1 (10300),0.0056314967
ZNF439,ZNF439 (90594),0.005629669
ZBTB45,ZBTB45 (84878),0.0056246943
GRIN2C,GRIN2C (2905),0.0056205
PDZD4,PDZD4 (57595),0.005617896
AAK1,AAK1 (22848),0.005607046
PDF,PDF (64146),0.005606523
SLC25A5,SLC25A5 (292),0.00559392
WSCD1,WSCD1 (23302),0.0055897473
SLC9A3,SLC9A3 (6550),0.0055892463
TMEM183A,TMEM183A (92703),0.005585882
AHCYL2,AHCYL2 (23382),0.0055839294
NBAS,NBAS (51594),0.0055829734
SHLD2,SHLD2 (54537),0.005576961
GATA3,GATA3 (2625),0.0055740434
SDHAF3,SDHAF3 (57001),0.005573306
APBB2,APBB2 (323),0.0055732643
HBD,HBD (3045),0.0055674724
ATP5PO,ATP5PO (539),0.005564671
WWTR1,WWTR1 (25937),0.0055588484
MTMR2,MTMR2 (8898),0.0055567925
ADAD2,ADAD2 (161931),0.00555503
SMG6,SMG6 (23293),0.005553595
PRG4,PRG4 (10216),0.005551663
PI4KB,PI4KB (5298),0.0055471724
SLC19A2,SLC19A2 (10560),0.005541355
SLC44A3,SLC44A3 (126969),0.005535562
RBP1,RBP1 (5947),0.0055332766
WDR72,WDR72 (256764),0.005532377
TMIGD2,TMIGD2 (126259),0.005526657
ABHD4,ABHD4 (63874),0.005526417
MYRF,MYRF (745),0.0055210395
CHAD,CHAD (1101),0.0055198353
FMO2,FMO2 (2327),0.005518191
CASTOR1,CASTOR1 (652968),0.005512029
RBMXL3,RBMXL3 (139804),0.0055110687
UHRF2,UHRF2 (115426),0.0055104024
C14orf180,C14orf180 (400258),0.0055094617
ATP5MC3,ATP5MC3 (518),0.0055072554
SSR2,SSR2 (6746),0.005506124
ELOA,ELOA (6924),0.0055039795
TCEAL3,TCEAL3 (85012),0.0054997033
AKAP10,AKAP10 (11216),0.005499133
SOX21,SOX21 (11166),0.0054985285
HGH1,HGH1 (51236),0.0054961983
COQ6,COQ6 (51004),0.0054956675
ERICH3,ERICH3 (127254),0.0054948283
WBP4,WBP4 (11193),0.0054942993
CMIP,CMIP (80790),0.00549137
CATSPER3,CATSPER3 (347732),0.0054880576
SH3RF1,SH3RF1 (57630),0.0054873265
RECK,RECK (8434),0.005479848
UBL7,UBL7 (84993),0.005479608
POTEC,POTEC (388468),0.0054782964
TSPAN33,TSPAN33 (340348),0.005476577
ATP2B1,ATP2B1 (490),0.005475146
LRRFIP2,LRRFIP2 (9209),0.0054742424
PDZK1IP1,PDZK1IP1 (10158),0.0054652137
C16orf87,C16orf87 (388272),0.005455009
TNXB,TNXB (7148),0.005450699
PLEKHM1,PLEKHM1 (9842),0.005448206
EPHX3,EPHX3 (79852),0.005447259
ACD,ACD (65057),0.005445753
BRAP,BRAP (8315),0.005445229
NFU1,NFU1 (27247),0.0054440554
FLYWCH2,FLYWCH2 (114984),0.0054427576
PSMA8,PSMA8 (143471),0.005440471
TRA2A,TRA2A (29896),0.005439815
STRN3,STRN3 (29966),0.0054396167
ALKBH6,ALKBH6 (84964),0.005439588
ARPC3,ARPC3 (10094),0.005438607
THBS1,THBS1 (7057),0.005429004
KPNA4,KPNA4 (3840),0.0054259733
MPP2,MPP2 (4355),0.005424384
RELB,RELB (5971),0.005424169
FAM83H,FAM83H (286077),0.0054186904
SLC30A5,SLC30A5 (64924),0.0054159067
GPR180,GPR180 (160897),0.0054103723
DSG4,DSG4 (147409),0.005407183
TGFBR3L,TGFBR3L (100507588),0.005406822
REV1,REV1 (51455),0.0054035187
NUDT3,NUDT3 (11165),0.0054017655
ADH1B,ADH1B (125),0.005400182
SSC5D,SSC5D (284297),0.005396897
GPA33,GPA33 (10223),0.0053935815
MTCH2,MTCH2 (23788),0.0053918525
CISH,CISH (1154),0.0053856075
USP19,USP19 (10869),0.0053768926
BATF3,BATF3 (55509),0.005373726
TDRD5,TDRD5 (163589),0.0053728824
TMEM231,TMEM231 (79583),0.0053645843
MRPL51,MRPL51 (51258),0.005362342
RWDD2A,RWDD2A (112611),0.005358428
KLHL13,KLHL13 (90293),0.0053558215
CHSY1,CHSY1 (22856),0.0053503825
F2,F2 (2147),0.0053481385
RHOB,RHOB (388),0.0053470614
FANCI,FANCI (55215),0.0053449427
TREML4,TREML4 (285852),0.005342205
MYBPHL,MYBPHL (343263),0.0053391284
FRG2B,FRG2B (441581),0.005336647
RPL36AL,RPL36AL (6166),0.0053345873
DNMT3A,DNMT3A (1788),0.0053341617
ODF3,ODF3 (113746),0.005333924
ZBTB7B,ZBTB7B (51043),0.0053318823
PPIP5K1,PPIP5K1 (9677),0.0053256773
MRPL9,MRPL9 (65005),0.005319382
CCDC96,CCDC96 (257236),0.0053172326
SAR1B,SAR1B (51128),0.0052935625
PUM3,PUM3 (9933),0.0052896175
SYT7,SYT7 (9066),0.005282078
SMURF2,SMURF2 (64750),0.0052791913
SWT1,SWT1 (54823),0.005278487
FRS2,FRS2 (10818),0.005277839
SERPINC1,SERPINC1 (462),0.005277397
CARD9,CARD9 (64170),0.0052615553
SSBP3,SSBP3 (23648),0.0052597346
ABCB8,ABCB8 (11194),0.0052586193
EFNA3,EFNA3 (1944),0.0052538957
TRADD,TRADD (8717),0.0052515618
TMEM207,TMEM207 (131920),0.0052512637
ETV5,ETV5 (2119),0.0052471
RC3H1,RC3H1 (149041),0.005245706
LRAT,LRAT (9227),0.005244826
HMGCS2,HMGCS2 (3158),0.0052421107
LASP1,LASP1 (3927),0.00523953
PDSS2,PDSS2 (57107),0.0052393195
SELENON,SELENON (57190),0.0052383905
C1QA,C1QA (712),0.0052371332
NRIP1,NRIP1 (8204),0.0052364403
EIF3H,EIF3H (8667),0.0052342997
S100A3,S100A3 (6274),0.0052321693
ETV1,ETV1 (2115),0.0052304063
INO80B,INO80B (83444),0.005228699
HIF1AN,HIF1AN (55662),0.005222483
GNPDA2,GNPDA2 (132789),0.0052181045
FAM209B,FAM209B (388799),0.005216385
SLC4A1,SLC4A1 (6521),0.005216256
RPL22L1,RPL22L1 (200916),0.005214051
EPHX4,EPHX4 (253152),0.005211456
HOXA10,HOXA10 (3206),0.005210448
PDE4A,PDE4A (5141),0.005207805
DNAJB12,DNAJB12 (54788),0.005205867
PLK5,PLK5 (126520),0.005205653
SIRPD,SIRPD (128646),0.0052048666
SLC9B1,SLC9B1 (150159),0.005203454
MDGA2,MDGA2 (161357),0.0051998403
BCL9L,BCL9L (283149),0.0051988782
DHDH,DHDH (27294),0.0051985458
SLC35E2B,SLC35E2B (728661),0.0051984326
KDM2B,KDM2B (84678),0.0051979767
CNR1,CNR1 (1268),0.005193355
SIAH3,SIAH3 (283514),0.0051922332
ANHX,ANHX (647589),0.0051912447
CNTNAP3B,CNTNAP3B (728577),0.0051877955
JPT1,JPT1 (51155),0.005182245
SLC41A3,SLC41A3 (54946),0.0051819263
SELENOO,SELENOO (83642),0.005181762
RRAGB,RRAGB (10325),0.0051815403
ARHGAP26,ARHGAP26 (23092),0.0051815114
MICA,MICA (100507436),0.005179444
NPM3,NPM3 (10360),0.0051728124
PRTN3,PRTN3 (5657),0.0051716133
BTRC,BTRC (8945),0.005169679
PCDHB6,PCDHB6 (56130),0.0051651383
NIT2,NIT2 (56954),0.0051646843
MGLL,MGLL (11343),0.00516346
SUPT7L,SUPT7L (9913),0.0051599597
PREP,PREP (5550),0.005153832
TRIM77,TRIM77 (390231),0.005151904
FNDC8,FNDC8 (54752),0.0051401164
IDH3A,IDH3A (3419),0.0051367865
MRPL40,MRPL40 (64976),0.005134376
KRTAP17-1,KRTAP17-1 (83902),0.005122619
BMP10,BMP10 (27302),0.0051224823
LYSET,LYSET (26175),0.0051194355
HERC5,HERC5 (51191),0.0051182457
MSLN,MSLN (10232),0.005117727
FBLN5,FBLN5 (10516),0.005115512
RABGAP1,RABGAP1 (23637),0.0051142657
METTL13,METTL13 (51603),0.0051138597
AGMO,AGMO (392636),0.005106309
CFAP65,CFAP65 (255101),0.0051043876
CXCL2,CXCL2 (2920),0.005102436
PRDM7,PRDM7 (11105),0.0050969385
RIPOR2,RIPOR2 (9750),0.005091504
TPD52,TPD52 (7163),0.0050905845
EGFL7,EGFL7 (51162),0.0050879116
RALGAPB,RALGAPB (57148),0.005084687
A1CF,A1CF (29974),0.0050784457
TRIM40,TRIM40 (135644),0.005076618
PLEKHN1,PLEKHN1 (84069),0.005070179
ZNF2,ZNF2 (7549),0.0050687743
TH,TH (7054),0.0050686714
VGF,VGF (7425),0.005064632
CKAP4,CKAP4 (10970),0.0050640553
JHY,JHY (79864),0.0050617526
SYT11,SYT11 (23208),0.0050610225
KLHL32,KLHL32 (114792),0.0050597317
RIDA,RIDA (10247),0.0050572376
CLSTN1,CLSTN1 (22883),0.0050556
KLHL40,KLHL40 (131377),0.0050554993
CDCP2,CDCP2 (200008),0.005054779
MIS12,MIS12 (79003),0.005054098
CUL5,CUL5 (8065),0.005042273
CBLN4,CBLN4 (140689),0.00504087
GAD1,GAD1 (2571),0.0050369077
CHRND,CHRND (1144),0.00503472
ZNF106,ZNF106 (64397),0.0050319848
MTFR1L,MTFR1L (56181),0.0050267577
POFUT1,POFUT1 (23509),0.0050241835
TCN2,TCN2 (6948),0.0050240103
CCDC12,CCDC12 (151903),0.005020276
FAAH2,FAAH2 (158584),0.005019286
KPNA7,KPNA7 (402569),0.0050159516
ELAC1,ELAC1 (55520),0.0050143674
ATP13A1,ATP13A1 (57130),0.005013247
HLA-A,HLA-A (3105),0.0049970527
HOXC6,HOXC6 (3223),0.004996752
MAPK12,MAPK12 (6300),0.0049967202
NCOA3,NCOA3 (8202),0.0049962015
MPZL1,MPZL1 (9019),0.0049957926
ICAM1,ICAM1 (3383),0.004995628
TLR8,TLR8 (51311),0.0049953517
POLR1D,POLR1D (51082),0.004992268
UBE2Z,UBE2Z (65264),0.004992128
ZFHX3,ZFHX3 (463),0.004984954
PLEKHA4,PLEKHA4 (57664),0.004977655
AKR1C1,AKR1C1 (1645),0.004977314
RING1,RING1 (6015),0.0049755345
RAB18,RAB18 (22931),0.004973654
LRRC8E,LRRC8E (80131),0.004972027
CERS1,CERS1 (10715),0.0049657333
MRPS35,MRPS35 (60488),0.004962488
TGM7,TGM7 (116179),0.004958986
RAB40B,RAB40B (10966),0.004956836
MEP1A,MEP1A (4224),0.004956336
ZNF764,ZNF764 (92595),0.0049558324
PRR11,PRR11 (55771),0.0049531036
PLA2R1,PLA2R1 (22925),0.0049502715
DAGLB,DAGLB (221955),0.004950104
ZNF844,ZNF844 (284391),0.0049495343
YIPF2,YIPF2 (78992),0.0049487804
PTDSS2,PTDSS2 (81490),0.004945224
S100A13,S100A13 (6284),0.004944882
CGGBP1,CGGBP1 (8545),0.0049409294
ASB5,ASB5 (140458),0.004933246
ZBTB7A,ZBTB7A (51341),0.0049307407
RAD51B,RAD51B (5890),0.004927888
ZNF384,ZNF384 (171017),0.0049227886
DAXX,DAXX (1616),0.004922569
RELN,RELN (5649),0.0049183564
TLR7,TLR7 (51284),0.0049179983
SERPINA12,SERPINA12 (145264),0.0049151774
KLHL10,KLHL10 (317719),0.0049146307
SNRPB2,SNRPB2 (6629),0.0049144756
KRTAP10-8,KRTAP10-8 (386681),0.0049136393
IL6ST,IL6ST (3572),0.004911305
KRT12,KRT12 (3859),0.0049094036
PRKD3,PRKD3 (23683),0.0049092597
TRABD2B,TRABD2B (388630),0.0049042576
RSPH6A,RSPH6A (81492),0.0049023745
XPA,XPA (7507),0.0049010953
COL5A1,COL5A1 (1289),0.004899783
SERPING1,SERPING1 (710),0.004898509
USP32,USP32 (84669),0.004892298
ZNF227,ZNF227 (7770),0.004890491
HSD3B1,HSD3B1 (3283),0.0048873653
PRR5L,PRR5L (79899),0.0048807724
ALDH1A3,ALDH1A3 (220),0.004874663
